SourceFile,LineNumber,GroupId,ArtifactId,Author,BugType,CWE,MethodSink,UnknownSource,SourceMethod,HasTainted Source,HasSafeSource,HasUnknownSource,Status,Key
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_17.java,109,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_17.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_21.java,62,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_21.bad_source(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_21.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_22a.java,55,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_22a.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_31.java,115,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_31.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_41.java,54,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_41.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_42.java,114,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_42.badSource(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_42.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_45.java,59,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_45.dataBad,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_45.badSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_45.java,150,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_45.dataGoodG2B,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_45.goodG2BSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_51b.java,46,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_51b.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_52c.java,47,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_52c.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_53d.java,47,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_53d.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_54e.java,47,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_54e.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_61a.java,48,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_61b.badSource(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_61a.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_66b.java,48,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_66b.badSink([Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_67b.java,48,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_67a$Container.containerOne,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_67b.badSink(Ltestcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_67a$Container;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_67b.java,75,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_67a$Container.containerOne,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_67b.goodG2BSink(Ltestcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_67a$Container;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_68b.java,47,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_68a.data,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_68b.badSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_68b.java,74,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_68a.data,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_68b.goodG2BSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_71b.java,48,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_71b.badSink(Ljava/lang/Object;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_72b.java,49,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_72b.badSink(Ljava/util/Vector;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_73b.java,49,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_73b.badSink(Ljava/util/LinkedList;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_74b.java,49,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_74b.badSink(Ljava/util/HashMap;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,true,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_75b.java,60,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/ObjectInputStream.readObject()Ljava/lang/Object;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_75b.badSink([BLjavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_75b.java,131,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/ObjectInputStream.readObject()Ljava/lang/Object;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_75b.goodG2BSink([BLjavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_81_bad.java,47,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_URLConnection_81_bad.action(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_01.java,122,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_01.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_02.java,125,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_02.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_03.java,125,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_03.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_04.java,132,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_04.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_05.java,132,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_05.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_06.java,131,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_06.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_07.java,131,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_07.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_08.java,139,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_08.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_09.java,125,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_09.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_10.java,125,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_10.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_11.java,125,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_11.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_12.java,126,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_12.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_13.java,125,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_13.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_14.java,125,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_14.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_15.java,127,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_15.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_16.java,121,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_16.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_17.java,124,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_17.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_21.java,61,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_21.bad_source(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_21.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_22a.java,55,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_22a.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_31.java,130,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_31.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_41.java,53,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_41.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_42.java,129,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,java/io/BufferedReader.readLine()Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_42.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_45.java,58,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_45.dataBad,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_45.badSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_45.java,165,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_45.dataGoodG2B,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_45.goodG2BSink(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,GOOD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_51b.java,46,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_51b.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_52c.java,47,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_52c.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_53d.java,47,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_53d.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_54e.java,47,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_54e.badSink(Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_61a.java,48,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_61b.badSource(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)Ljava/lang/String;,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_61a.bad(Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,false,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_66b.java,48,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_66b.badSink([Ljava/lang/String;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,true,false,true,BAD,
src/testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_67b.java,48,,,,UNVALIDATED_REDIRECT,601,javax/servlet/http/HttpServletResponse.sendRedirect(Ljava/lang/String;)V,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_67a$Container.containerOne,testcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_67b.badSink(Ltestcases/CWE601_Open_Redirect/CWE601_Open_Redirect__Servlet_connect_tcp_67a$Container;Ljavax/servlet/http/HttpServletRequest;Ljavax/servlet/http/HttpServletResponse;)V,false,false,true,BAD,
